"id";"montante";"tipo";"data_hora_transacao";"origem_fk";"destino_fk"
1164;86.72;"TED";"2021-08-08 03:19:29";862;720
1165;454.65;"DOC";"2022-01-16 13:28:37";47;365
1166;596.28;"DOC";"2021-11-01 08:09:05";697;370
1167;365.54;"PIX";"2021-05-27 14:02:34";72;725
1168;681.21;"TED";"2022-03-10 16:22:49";578;269
1169;55.17;"PIX";"2021-10-13 00:00:01";486;305
1170;0.37;"TED";"2021-04-04 04:29:41";465;95
1171;455.04;"DOC";"2021-07-31 08:08:37";326;163
1172;254.59;"PIX";"2021-03-08 18:12:36";780;739
1173;843.42;"DOC";"2021-02-15 08:51:40";321;344
1174;798.11;"TED";"2022-01-20 10:01:41";468;9
1175;830.42;"DOC";"2022-01-28 20:47:04";202;751
1176;371.24;"TED";"2021-08-10 20:16:49";719;642
1177;160.41;"DOC";"2021-08-16 10:19:36";293;17
1178;379.27;"DOC";"2021-05-05 15:16:33";3;503
1179;105.08;"PIX";"2021-04-26 15:54:33";371;271
1180;674.80;"TED";"2022-02-05 20:28:48";207;656
1181;3.19;"PIX";"2021-04-11 16:13:37";516;189
1182;775.09;"PIX";"2021-04-04 02:17:30";808;843
1183;636.86;"TED";"2021-01-18 07:33:33";408;569
1184;46.88;"PIX";"2021-10-21 02:59:55";302;345
1185;738.44;"TED";"2021-01-15 09:25:08";533;606
1186;449.12;"DOC";"2022-03-03 21:14:12";252;213
1187;810.22;"DOC";"2021-03-13 20:21:41";846;311
1188;175.59;"TED";"2021-06-09 17:04:36";708;588
1189;741.54;"TED";"2022-04-11 03:44:00";399;711
1190;851.32;"DOC";"2021-06-19 20:39:26";595;790
1191;346.58;"PIX";"2022-01-08 07:00:05";363;579
1192;369.68;"PIX";"2021-05-12 12:40:18";669;100
1193;396.37;"DOC";"2021-03-18 21:39:59";67;899
1194;34.62;"PIX";"2021-11-06 20:47:49";201;134
1195;735.17;"DOC";"2021-02-12 23:31:56";252;580
1196;627.82;"DOC";"2022-03-12 02:50:42";764;570
1197;900.96;"TED";"2021-07-17 00:28:19";751;129
1198;751.96;"DOC";"2021-11-10 00:53:48";827;692
1199;779.10;"DOC";"2022-05-05 03:34:31";664;82
1200;485.19;"PIX";"2021-06-08 00:19:48";25;897
1201;833.25;"DOC";"2021-09-02 17:57:11";9;175
1202;211.81;"DOC";"2021-04-22 01:33:49";111;740
1203;671.41;"TED";"2021-06-25 22:48:46";111;630
1204;925.80;"TED";"2022-01-15 11:04:43";99;836
1205;286.23;"DOC";"2021-09-02 17:16:50";254;585
1206;96.02;"TED";"2021-12-07 15:05:48";823;704
1207;773.89;"TED";"2021-07-30 00:37:06";85;404
1208;623.62;"DOC";"2021-08-24 19:24:19";192;753
1209;214.61;"PIX";"2021-06-20 03:40:57";265;506
1210;501.04;"DOC";"2021-12-10 02:11:40";781;465
1211;382.71;"TED";"2021-08-20 03:05:52";313;289
1212;181.21;"PIX";"2021-12-09 17:06:48";730;525
1213;800.11;"TED";"2021-09-17 02:38:27";722;167
1214;802.01;"PIX";"2022-02-04 13:24:12";351;513
1215;326.66;"TED";"2021-06-22 14:18:15";384;22
1216;821.46;"PIX";"2021-01-22 04:21:54";624;275
1217;935.73;"TED";"2021-11-02 23:24:31";141;878
1218;394.12;"PIX";"2021-03-21 19:58:42";298;565
1219;907.00;"TED";"2022-04-30 01:34:08";373;288
1220;461.96;"PIX";"2022-02-23 00:45:52";578;30
1221;286.46;"PIX";"2021-11-14 23:20:06";7;296
1222;284.63;"PIX";"2022-03-07 17:23:18";731;576
1223;862.86;"TED";"2021-06-23 17:36:34";797;156
1224;455.03;"TED";"2022-04-12 04:44:35";252;42
1225;70.61;"PIX";"2022-01-24 09:44:14";247;321
1226;828.68;"PIX";"2021-12-23 05:20:05";48;597
1227;115.45;"DOC";"2021-11-14 10:48:30";646;741
1228;32.24;"PIX";"2021-11-24 02:56:14";583;440
1229;354.08;"PIX";"2021-05-28 12:31:10";412;616
1230;184.37;"PIX";"2021-01-19 07:34:53";527;750
1231;806.67;"TED";"2022-05-12 22:10:25";178;383
1232;513.48;"PIX";"2021-03-16 03:38:10";568;544
1233;189.04;"DOC";"2021-04-15 05:31:31";343;580
1234;847.57;"DOC";"2021-08-20 21:49:18";728;761
1235;921.98;"TED";"2022-01-18 04:53:11";438;673
1236;181.22;"DOC";"2021-04-11 12:15:49";274;604
1237;811.30;"DOC";"2022-03-20 03:41:43";430;543
1238;272.94;"DOC";"2021-01-08 00:09:02";84;116
1239;691.71;"PIX";"2022-03-28 11:36:12";58;39
1240;783.31;"DOC";"2021-05-06 11:55:25";452;488
1241;804.86;"PIX";"2021-07-29 08:25:28";700;630
1242;384.27;"DOC";"2021-10-02 23:00:39";562;618
1243;841.50;"DOC";"2021-02-11 00:54:18";233;360
1244;54.68;"DOC";"2022-04-30 02:02:39";595;184
1245;8.51;"DOC";"2021-09-18 15:07:14";722;400
1246;225.70;"TED";"2021-06-17 10:29:56";894;768
1247;450.44;"TED";"2022-04-09 13:37:02";168;9
1248;613.32;"TED";"2021-12-09 16:41:19";431;897
1249;224.51;"DOC";"2021-07-01 12:43:14";787;890
1250;350.97;"TED";"2021-11-15 16:11:42";757;218
1251;229.94;"DOC";"2022-05-25 06:51:10";104;701
1252;684.28;"PIX";"2021-09-24 06:37:00";568;93
1253;784.23;"TED";"2022-01-26 01:22:40";637;408
1254;680.50;"TED";"2021-10-17 04:51:24";875;779
1255;21.32;"PIX";"2022-03-20 14:18:58";123;641
1256;873.23;"DOC";"2021-03-26 19:10:29";1;287
1257;153.92;"PIX";"2021-09-02 07:57:33";74;495
1258;491.16;"DOC";"2021-10-26 19:08:19";293;675
1259;116.62;"PIX";"2021-10-14 17:00:00";439;150
1260;398.55;"PIX";"2021-09-11 07:59:27";146;195
1261;290.40;"TED";"2021-10-23 22:57:47";551;437
1262;342.40;"DOC";"2021-12-10 20:33:56";613;301
1263;105.38;"TED";"2021-03-28 05:51:19";499;108
1264;855.25;"TED";"2021-05-02 23:55:16";462;190
1265;590.59;"PIX";"2021-10-22 12:53:39";818;740
1266;590.90;"DOC";"2022-01-06 16:42:20";493;658
1267;202.84;"PIX";"2022-02-12 21:47:52";229;856
1268;59.11;"TED";"2022-05-28 12:06:13";61;526
1269;415.41;"PIX";"2021-03-10 10:54:49";387;24
1270;662.43;"PIX";"2021-08-10 10:49:38";896;835
1271;168.97;"DOC";"2021-01-15 08:30:25";323;847
1272;301.11;"TED";"2021-04-26 18:02:10";859;513
1273;629.10;"PIX";"2021-02-01 10:56:43";443;856
1274;720.69;"PIX";"2022-03-18 23:09:54";900;373
1275;484.61;"TED";"2021-11-11 11:53:41";368;858
1276;375.09;"TED";"2021-02-14 00:05:49";842;682
1277;338.56;"DOC";"2021-08-21 19:17:54";734;366
1278;810.97;"DOC";"2022-03-30 16:39:39";822;478
1279;420.37;"PIX";"2022-02-07 06:13:04";886;610
1280;308.38;"DOC";"2021-10-19 04:15:40";36;182
1281;209.62;"PIX";"2022-04-25 16:09:48";677;747
1282;247.54;"PIX";"2021-07-17 10:28:56";314;401
1283;500.80;"DOC";"2021-04-11 06:56:07";120;369
1284;911.46;"DOC";"2021-09-03 17:00:45";471;434
1285;479.24;"DOC";"2022-05-26 05:15:16";605;430
1286;685.47;"TED";"2021-11-03 04:25:47";61;497
1287;748.29;"PIX";"2021-02-06 02:05:28";482;377
1288;879.92;"DOC";"2022-05-11 15:46:29";254;423
1289;706.87;"TED";"2022-05-30 06:05:43";663;163
1290;880.86;"TED";"2021-02-09 02:48:09";361;611
1291;232.59;"TED";"2021-05-16 11:15:25";569;42
1292;894.80;"TED";"2021-04-28 06:01:11";465;25
1293;59.76;"PIX";"2021-06-19 05:57:48";372;590
1294;515.85;"PIX";"2021-05-09 11:01:33";4;540
1295;11.21;"PIX";"2022-02-15 00:05:56";854;632
1296;224.72;"PIX";"2021-06-28 03:26:52";732;492
1297;900.26;"TED";"2022-03-22 01:12:24";786;541
1298;938.97;"TED";"2022-05-13 15:53:42";709;501
1299;858.06;"DOC";"2021-10-10 12:15:11";833;83
1300;676.28;"DOC";"2022-03-19 20:49:24";581;692
1301;572.04;"TED";"2021-05-18 08:25:14";475;130
1302;278.14;"TED";"2021-07-17 05:29:52";821;698
1303;4.67;"TED";"2021-07-01 11:07:50";673;333
1304;312.66;"DOC";"2022-03-31 09:16:09";42;872
1305;462.61;"DOC";"2022-01-13 22:29:27";746;370
1306;167.92;"PIX";"2021-04-19 00:02:49";824;483
1307;527.94;"PIX";"2021-07-24 14:49:37";496;587
1308;402.28;"PIX";"2021-03-23 20:16:12";499;671
1309;378.02;"TED";"2021-12-24 14:31:42";103;792
1310;638.76;"DOC";"2022-01-13 07:54:54";732;348
1311;226.31;"DOC";"2021-09-22 22:30:24";556;67
1312;585.49;"DOC";"2022-01-17 01:45:04";862;630
1313;905.56;"DOC";"2021-10-20 05:07:29";294;611
1314;781.09;"PIX";"2021-07-13 20:49:37";537;188
1315;618.75;"TED";"2021-08-29 00:52:02";854;314
1316;183.45;"DOC";"2021-06-08 06:04:26";581;518
1317;191.00;"TED";"2021-11-14 19:42:20";509;122
1318;456.03;"PIX";"2022-04-20 19:52:55";715;632
1319;581.68;"DOC";"2021-10-31 11:03:47";181;162
1320;514.04;"DOC";"2022-04-27 21:09:04";565;435
1321;363.54;"DOC";"2021-06-19 02:51:13";863;279
1322;187.73;"PIX";"2022-01-10 06:13:53";763;184
1323;537.91;"PIX";"2021-08-02 19:49:33";563;216
1324;822.84;"PIX";"2022-02-24 02:57:46";185;581
1325;666.14;"DOC";"2021-06-18 15:24:39";266;27
1326;432.93;"PIX";"2021-02-24 07:58:55";828;8
1327;270.78;"TED";"2022-02-09 12:43:37";899;807
1328;790.74;"DOC";"2021-09-03 12:46:44";392;766
1329;760.50;"DOC";"2021-09-13 09:06:46";572;185
1330;78.98;"PIX";"2021-01-31 13:33:49";113;782
1331;599.02;"DOC";"2021-03-16 12:24:08";535;756
1332;914.89;"DOC";"2022-03-30 13:52:43";625;885
1333;264.58;"PIX";"2022-05-30 11:56:54";313;783
1334;699.00;"DOC";"2021-03-24 05:21:16";862;827
1335;412.70;"PIX";"2021-12-31 05:47:54";723;630
1336;737.21;"DOC";"2021-01-23 18:34:49";172;62
1337;149.32;"PIX";"2021-12-10 22:56:12";371;640
1338;196.37;"PIX";"2021-04-12 17:41:08";881;387
1339;242.15;"TED";"2021-12-12 05:36:06";511;166
1340;365.15;"PIX";"2021-01-09 17:29:08";863;151
1341;571.35;"DOC";"2022-01-23 11:08:25";313;684
1342;32.15;"TED";"2021-06-21 05:54:21";482;536
1343;454.26;"PIX";"2021-01-28 18:38:11";575;611
1344;621.23;"TED";"2021-02-04 23:27:20";895;146
1345;52.88;"DOC";"2022-05-04 15:05:23";159;588
1346;786.81;"PIX";"2022-01-18 19:26:46";799;456
1347;707.37;"PIX";"2021-01-21 02:43:07";704;274
1348;600.28;"PIX";"2022-01-12 05:02:50";874;377
1349;407.21;"DOC";"2021-10-31 05:36:11";390;851
1350;87.75;"PIX";"2022-01-02 05:19:29";40;345
1351;760.79;"TED";"2021-08-09 17:04:43";862;385
1352;515.96;"DOC";"2021-10-16 12:18:53";279;622
1353;506.51;"TED";"2022-01-30 14:03:52";720;121
1354;384.75;"PIX";"2021-12-10 06:08:05";241;590
1355;867.10;"DOC";"2021-01-19 23:21:20";379;156
1356;546.63;"PIX";"2021-02-26 02:39:12";50;86
1357;152.78;"TED";"2021-08-31 04:44:05";585;789
1358;762.04;"TED";"2021-12-19 10:40:38";493;432
1359;471.94;"DOC";"2021-08-11 19:54:05";631;737
1360;743.35;"PIX";"2022-04-10 20:07:28";654;625
1361;208.70;"PIX";"2021-08-11 20:48:33";19;647
1362;764.30;"PIX";"2021-09-08 04:54:19";767;120
1363;202.12;"PIX";"2022-01-26 14:01:41";797;653
1364;805.72;"DOC";"2021-08-29 18:31:21";631;257
1365;803.84;"TED";"2021-08-05 05:44:19";181;278
1366;107.37;"DOC";"2021-02-07 11:50:56";590;804
1367;731.41;"TED";"2021-05-10 03:18:58";634;824
1368;259.37;"PIX";"2021-12-13 19:46:50";817;628
1369;711.80;"TED";"2021-10-08 20:21:04";704;34
1370;367.26;"PIX";"2021-11-03 19:51:00";187;857
1371;498.86;"PIX";"2021-02-16 05:35:17";628;16
1372;354.20;"PIX";"2021-07-20 16:54:08";29;28
1373;921.26;"DOC";"2021-08-11 15:00:57";243;64
1374;835.22;"TED";"2022-02-23 04:06:08";247;96
1375;772.66;"TED";"2021-12-12 19:19:56";797;59
1376;665.64;"TED";"2022-01-21 20:35:36";682;143
1377;673.08;"PIX";"2021-10-03 07:14:41";736;175
1378;842.91;"TED";"2021-10-13 09:07:32";894;896
1379;947.29;"PIX";"2022-02-19 01:21:44";739;745
1380;758.29;"DOC";"2022-05-28 06:08:38";406;535
1381;248.51;"DOC";"2021-05-17 10:29:47";21;323
1382;948.06;"PIX";"2021-10-18 01:13:31";577;34
1383;147.92;"TED";"2021-04-11 06:58:45";229;403
1384;309.92;"DOC";"2021-12-04 22:09:59";759;174
1385;680.32;"PIX";"2021-08-29 10:32:34";444;37
1386;795.89;"DOC";"2022-02-16 19:03:37";169;74
1387;658.98;"DOC";"2022-05-02 15:44:40";308;400
1388;679.60;"PIX";"2021-11-21 03:59:56";339;100
1389;570.75;"PIX";"2021-09-09 13:32:17";682;715
1390;363.21;"TED";"2021-09-12 23:12:49";485;873
1391;736.27;"PIX";"2021-04-02 13:17:28";380;337
1392;676.39;"TED";"2022-05-31 16:21:13";187;765
1393;442.02;"TED";"2022-03-30 06:06:01";193;710
1394;144.47;"TED";"2021-11-01 01:51:19";256;223
1395;557.37;"PIX";"2021-08-21 21:07:44";9;778
1396;565.54;"PIX";"2022-05-18 21:46:52";113;168
1397;696.65;"TED";"2022-05-26 08:16:40";239;109
1398;222.78;"TED";"2022-04-13 19:53:56";633;131
1399;269.43;"TED";"2021-08-20 20:10:48";807;350
1400;123.42;"DOC";"2022-01-18 18:53:11";574;582
1401;912.52;"TED";"2021-11-24 18:48:44";608;771
1402;167.06;"DOC";"2021-08-14 00:46:43";513;792
1403;931.85;"DOC";"2021-10-17 04:25:04";750;161
1404;851.37;"TED";"2021-02-09 08:14:05";739;442
1405;351.48;"PIX";"2021-11-03 04:48:19";421;338
1406;68.48;"PIX";"2021-10-10 12:47:37";255;146
1407;354.26;"DOC";"2021-09-23 23:03:41";303;744
1408;647.23;"TED";"2021-08-27 18:12:52";247;133
1409;25.47;"TED";"2021-09-24 18:30:41";457;858
1410;52.33;"PIX";"2021-10-22 09:26:10";676;768
1411;528.75;"DOC";"2021-06-29 14:06:47";73;38
1412;816.31;"TED";"2021-05-15 12:49:41";495;98
1413;817.47;"TED";"2021-09-18 17:01:29";326;678
1414;157.35;"TED";"2022-03-17 04:41:23";542;220
1415;282.57;"PIX";"2022-05-10 07:25:03";35;84
1416;202.97;"PIX";"2022-05-15 12:30:54";6;198
1417;886.70;"PIX";"2022-05-04 04:47:20";859;410
1418;723.66;"DOC";"2021-10-23 23:04:50";855;396
1419;396.89;"PIX";"2021-01-13 08:14:30";767;40
1420;793.92;"DOC";"2021-03-26 23:57:10";523;455
1421;948.83;"PIX";"2021-10-24 17:34:50";610;109
1422;414.16;"DOC";"2021-11-13 09:04:04";862;9
1423;420.04;"DOC";"2021-02-02 11:55:09";268;134
1424;380.49;"TED";"2022-03-06 16:12:57";728;285
1425;115.66;"DOC";"2021-04-19 03:18:33";298;321
1426;234.95;"DOC";"2021-08-30 06:15:27";857;84
1427;646.48;"DOC";"2021-07-01 00:03:08";549;237
1428;669.96;"TED";"2021-05-07 04:13:07";428;547
1429;59.28;"DOC";"2022-05-27 10:39:03";214;393
1430;468.29;"TED";"2021-01-23 21:51:45";267;877
1431;288.05;"TED";"2021-08-01 08:18:41";251;868
1432;667.41;"PIX";"2021-03-16 18:10:30";182;142
1433;14.09;"TED";"2021-10-13 06:32:02";835;332
1434;735.76;"TED";"2022-02-20 19:18:31";636;238
1435;242.92;"DOC";"2021-12-26 22:58:34";672;503
1436;264.69;"TED";"2021-05-27 18:54:49";304;665
1437;319.86;"PIX";"2021-06-13 08:03:45";299;128
1438;669.34;"DOC";"2021-10-26 15:44:18";272;864
1439;436.30;"PIX";"2021-12-19 11:40:10";707;814
1440;359.24;"PIX";"2022-05-06 23:42:43";417;320
1441;214.06;"DOC";"2022-03-29 23:21:11";108;851
1442;777.67;"PIX";"2022-03-22 23:31:23";30;822
1443;81.59;"PIX";"2022-05-10 01:00:01";812;294
1444;586.25;"PIX";"2022-05-15 10:44:16";699;889
1445;819.67;"TED";"2022-05-06 06:02:54";114;423
1446;451.03;"TED";"2022-01-01 08:13:41";842;196
1447;341.69;"TED";"2022-01-21 01:47:46";422;282
1448;193.46;"DOC";"2021-12-18 23:51:28";844;845
1449;181.79;"DOC";"2021-01-06 05:30:38";394;126
1450;288.05;"PIX";"2022-03-28 17:17:16";614;400
1451;68.82;"TED";"2022-02-22 18:36:32";328;384
1452;813.91;"TED";"2022-03-15 10:26:50";477;706
1453;95.04;"PIX";"2021-11-27 13:30:06";726;243
1454;486.67;"TED";"2021-11-19 00:38:26";379;410
1455;596.55;"TED";"2021-12-22 13:47:05";113;656
1456;761.55;"DOC";"2021-06-11 06:04:55";860;380
1457;352.68;"TED";"2021-09-30 16:26:01";519;205
1458;285.15;"TED";"2021-02-17 06:39:49";370;450
1459;191.83;"PIX";"2021-07-23 04:40:42";783;280
1460;849.76;"DOC";"2021-06-02 20:03:47";482;34
1461;767.28;"PIX";"2021-10-16 01:01:09";100;157
1462;912.20;"DOC";"2021-12-23 03:03:27";885;464
1463;301.45;"PIX";"2021-10-10 01:50:55";64;581
1464;454.31;"TED";"2021-01-06 20:46:05";430;422
1465;36.51;"DOC";"2021-03-07 17:34:12";735;733
1466;174.74;"DOC";"2022-01-10 10:02:36";816;711
1467;213.00;"PIX";"2021-05-12 01:07:14";249;267
1468;688.04;"TED";"2021-05-09 06:33:03";59;218
1469;281.24;"DOC";"2022-03-10 12:48:37";669;439
1470;838.71;"TED";"2021-08-12 07:38:38";828;312
1471;278.00;"TED";"2022-02-27 13:07:39";242;185
1472;335.89;"DOC";"2021-05-30 06:18:21";291;605
1473;610.20;"DOC";"2021-11-19 01:52:16";195;520
1474;562.45;"PIX";"2021-10-16 18:25:05";155;477
1475;428.52;"TED";"2022-02-15 11:50:29";382;407
1476;449.02;"DOC";"2021-12-02 00:56:08";295;374
1477;424.56;"TED";"2021-03-01 21:39:04";280;15
1478;325.89;"PIX";"2022-04-30 02:57:16";179;261
1479;470.28;"PIX";"2021-01-23 17:32:36";409;384
1480;286.69;"PIX";"2021-08-04 03:22:18";37;859
1481;924.93;"TED";"2022-03-29 23:53:30";730;753
1482;63.46;"TED";"2021-02-14 04:23:18";447;597
1483;520.32;"PIX";"2021-04-06 23:29:30";128;737
1484;326.95;"PIX";"2022-04-10 16:35:26";346;304
1485;61.44;"PIX";"2021-11-17 21:18:50";728;275
1486;796.30;"TED";"2022-01-12 07:02:11";857;148
1487;676.86;"PIX";"2021-09-11 19:50:41";188;158
1488;86.90;"PIX";"2021-10-29 17:00:57";818;292
1489;516.47;"PIX";"2022-03-02 21:46:54";578;362
1490;444.78;"DOC";"2021-07-05 05:55:29";293;462
1491;497.73;"TED";"2021-05-29 03:14:54";252;409
1492;120.88;"DOC";"2021-02-07 21:14:49";306;735
1493;795.66;"TED";"2021-08-01 14:21:29";622;794
1494;325.99;"DOC";"2021-12-26 15:07:00";709;536
1495;912.95;"TED";"2021-06-13 22:09:40";321;876
1496;434.40;"TED";"2021-10-20 18:07:23";420;260
1497;227.40;"TED";"2021-08-14 19:43:10";312;58
1498;372.04;"TED";"2021-08-28 14:17:23";339;325
1499;190.90;"PIX";"2022-04-05 16:08:24";397;376
1500;873.54;"TED";"2021-07-23 01:46:53";441;898
1501;428.64;"DOC";"2021-06-18 04:18:20";426;532
1502;99.43;"DOC";"2022-02-15 18:22:10";688;142
1503;277.38;"TED";"2021-11-04 06:07:59";90;794
1504;878.28;"DOC";"2021-11-05 09:17:29";231;314
1505;949.13;"PIX";"2021-02-01 01:41:47";760;338
1506;889.75;"PIX";"2022-01-29 22:14:32";474;57
1507;281.75;"PIX";"2021-06-20 21:39:30";34;670
1508;700.72;"DOC";"2022-04-05 19:56:09";190;874
1509;268.79;"DOC";"2022-03-01 15:18:12";672;49
1510;1.99;"TED";"2021-08-09 22:10:52";99;645
1511;362.87;"PIX";"2021-01-16 00:30:14";601;846
1512;394.84;"DOC";"2021-02-20 23:38:40";207;355
1513;763.97;"PIX";"2021-07-02 06:33:33";207;396
1514;862.95;"TED";"2021-09-17 14:13:52";326;21
1515;661.17;"DOC";"2021-01-05 16:21:08";654;740
1516;523.84;"TED";"2021-08-05 03:09:14";542;504
1517;407.50;"TED";"2021-11-06 13:35:09";552;185
1518;357.72;"TED";"2021-09-05 00:24:33";715;734
1519;206.29;"PIX";"2021-04-30 00:41:52";357;535
1520;371.02;"TED";"2022-02-27 17:45:47";708;444
1521;868.86;"PIX";"2022-03-15 10:55:30";374;168
1522;324.61;"PIX";"2021-09-10 22:46:58";186;625
1523;401.81;"DOC";"2022-03-29 17:10:55";184;846
1524;121.56;"DOC";"2021-06-04 15:54:31";133;531
1525;471.75;"PIX";"2022-03-28 03:14:47";575;216
1526;270.57;"TED";"2022-05-19 05:34:37";99;816
1527;263.79;"DOC";"2021-02-25 07:29:31";552;97
1528;469.35;"PIX";"2021-10-18 14:55:30";115;667
1529;830.08;"TED";"2022-01-12 02:11:41";852;818
1530;939.02;"PIX";"2021-03-12 19:09:57";686;506
1531;566.52;"DOC";"2021-10-29 20:00:54";844;556
1532;533.11;"PIX";"2021-06-19 07:11:49";584;750
1533;549.10;"TED";"2022-05-24 09:17:10";214;752
1534;201.51;"TED";"2021-02-23 23:20:01";425;406
1535;862.32;"TED";"2021-12-23 08:10:26";732;35
1536;757.15;"DOC";"2021-07-14 00:20:23";553;88
1537;566.04;"PIX";"2021-07-17 05:25:06";302;636
1538;719.83;"DOC";"2022-03-22 15:21:42";170;39
1539;330.69;"PIX";"2021-04-23 16:12:26";188;351
1540;307.96;"TED";"2021-01-11 07:18:23";208;343
1541;203.31;"DOC";"2021-12-22 16:37:22";67;473
1542;825.59;"PIX";"2022-04-06 13:29:34";337;248
1543;372.19;"PIX";"2021-12-18 06:27:46";42;312
1544;376.63;"TED";"2021-03-06 09:46:19";661;546
1545;276.28;"TED";"2021-05-05 03:33:31";890;40
1546;925.94;"PIX";"2022-01-24 13:04:00";447;214
1547;329.01;"PIX";"2021-01-15 15:30:49";216;321
1548;46.93;"DOC";"2022-05-28 12:36:18";798;747
1549;442.78;"DOC";"2021-04-28 17:14:34";178;620
1550;772.71;"TED";"2021-04-03 20:52:09";112;615
1551;115.81;"PIX";"2022-01-12 05:11:04";853;483
1552;809.64;"TED";"2021-03-04 01:20:47";390;428
1553;294.76;"PIX";"2021-01-05 19:42:49";40;714
1554;784.16;"TED";"2021-01-12 17:18:56";807;166
1555;581.84;"PIX";"2021-04-10 19:48:41";34;70
1556;401.75;"PIX";"2021-10-19 14:57:38";454;884
1557;938.76;"DOC";"2022-03-20 17:33:46";43;335
1558;890.83;"PIX";"2022-01-17 11:38:01";635;297
1559;211.26;"PIX";"2022-02-13 14:14:59";319;252
1560;842.49;"DOC";"2021-10-27 18:09:17";47;879
1561;303.42;"PIX";"2021-10-11 22:31:23";253;218
1562;400.19;"DOC";"2021-06-05 03:19:20";272;443
1563;403.87;"PIX";"2021-12-30 19:54:35";140;103
1564;604.52;"TED";"2022-05-07 23:17:18";261;246
1565;78.00;"TED";"2021-03-14 00:44:18";491;769
1566;669.86;"PIX";"2022-02-24 10:15:06";776;103
1567;728.57;"PIX";"2022-05-05 13:02:12";313;311
1568;751.32;"TED";"2022-04-12 07:50:22";668;239
1569;546.00;"TED";"2022-02-01 13:32:12";173;102
1570;296.70;"DOC";"2021-10-27 16:03:30";249;670
1571;169.89;"PIX";"2021-09-11 11:24:27";146;30
1572;841.49;"TED";"2021-10-13 21:00:07";279;227
1573;56.90;"TED";"2021-08-29 23:51:36";687;11
1574;355.03;"TED";"2022-02-14 03:31:18";459;460
1575;438.53;"TED";"2021-07-21 00:02:16";67;239
1576;747.41;"TED";"2022-01-12 13:32:33";458;615
1577;763.85;"TED";"2021-12-29 06:14:05";695;639
1578;112.91;"TED";"2022-02-17 20:13:29";140;73
1579;671.90;"TED";"2021-09-16 14:20:26";260;126
1580;148.33;"TED";"2021-04-23 04:47:04";483;251
1581;434.23;"TED";"2022-04-27 14:07:31";271;58
1582;193.38;"PIX";"2022-05-07 18:54:32";60;246
1583;508.34;"DOC";"2022-04-11 12:29:11";646;48
1584;61.62;"TED";"2021-10-31 16:03:46";19;421
1585;275.94;"DOC";"2021-07-17 14:28:02";872;787
1586;680.61;"TED";"2022-05-07 22:19:10";895;615
1587;133.11;"DOC";"2021-08-13 11:18:37";8;751
1588;310.80;"PIX";"2021-09-23 20:19:17";684;67
1589;770.92;"DOC";"2022-05-10 18:00:43";468;411
1590;518.23;"TED";"2021-01-31 06:03:07";881;236
1591;737.52;"PIX";"2021-08-20 14:48:57";317;891
1592;660.18;"PIX";"2022-04-10 20:41:42";858;296
1593;743.05;"DOC";"2022-05-18 04:30:26";837;193
1594;853.93;"TED";"2021-09-05 13:20:11";248;517
1595;630.43;"TED";"2021-03-14 17:44:48";660;762
1596;284.01;"PIX";"2022-02-09 17:48:50";165;763
1597;646.65;"DOC";"2021-04-09 04:52:09";774;690
1598;765.31;"TED";"2021-08-01 19:49:27";597;268
1599;392.99;"TED";"2021-02-17 12:06:33";333;760
1600;531.70;"PIX";"2021-03-12 02:47:14";790;366
1601;742.68;"TED";"2021-07-04 23:36:37";690;69
1602;786.73;"DOC";"2021-04-04 00:11:39";255;303
1603;382.07;"DOC";"2022-03-05 15:39:44";527;662
1604;349.03;"TED";"2021-07-18 04:21:09";710;703
1605;112.12;"TED";"2022-05-27 17:57:48";900;338
1606;881.55;"PIX";"2021-09-13 22:49:38";477;99
1607;28.68;"DOC";"2021-09-21 00:27:09";37;331
1608;648.19;"PIX";"2022-04-20 15:16:24";686;858
1609;505.78;"PIX";"2021-05-15 09:10:28";518;477
1610;72.33;"TED";"2021-10-18 21:51:10";259;506
1611;379.73;"DOC";"2022-05-24 19:15:53";859;898
1612;402.61;"TED";"2022-05-30 14:56:40";125;144
1613;879.56;"TED";"2021-07-06 03:13:20";376;867
1614;111.54;"PIX";"2021-05-31 02:17:16";510;540
1615;753.89;"PIX";"2021-04-14 12:58:09";242;81
1616;923.52;"DOC";"2022-03-08 21:31:27";788;230
1617;106.10;"TED";"2021-10-15 16:06:29";330;464
1618;24.26;"PIX";"2021-01-07 15:54:03";787;500
1619;593.18;"DOC";"2021-10-05 08:12:49";470;715
1620;394.52;"TED";"2021-12-17 22:38:37";21;431
1621;52.78;"DOC";"2021-09-22 16:02:15";836;586
1622;125.54;"TED";"2021-07-03 10:59:53";261;288
1623;933.93;"PIX";"2021-11-20 10:07:22";276;124
1624;241.50;"DOC";"2021-01-25 22:57:48";64;145
1625;449.06;"PIX";"2022-03-31 09:35:57";876;830
1626;78.84;"PIX";"2021-06-23 18:54:44";740;158
1627;323.41;"PIX";"2022-01-17 23:21:08";117;559
1628;537.09;"PIX";"2022-02-05 12:29:43";194;61
1629;363.51;"TED";"2021-09-19 07:44:34";611;140
1630;774.59;"DOC";"2021-01-04 17:06:46";743;423
1631;82.45;"PIX";"2021-10-31 15:42:04";683;884
1632;937.09;"TED";"2021-12-06 15:15:49";568;543
1633;533.58;"TED";"2021-09-03 00:12:07";824;116
